protein_set_id,accession,gene_name,samesets_accessions,subsets_accessions,description,protein_set_score,is_validated,selection_level,#sameset_protein_matches,#subset_protein_matches,coverage,MW,#observable_peptides,#sequences,#specific_sequences,#peptides,#specific_peptides,#peptide_matches,#specific_peptide_matches,peptides_count_UPS1_125amol_R2,peptides_count_UPS1_2500amol_R2,peptides_count_UPS1_50000amol_R2,peptides_count_UPS1_500amol_R2,peptides_count_UPS1_12500amol_R1,peptides_count_UPS1_125amol_R3,peptides_count_UPS1_2500amol_R3,peptides_count_UPS1_50000amol_R3,peptides_count_UPS1_500amol_R3,peptides_count_UPS1_25000amol_R1,peptides_count_UPS1_250amol_R1,peptides_count_UPS1_5000amol_R1,peptides_count_UPS1_50amol_R1,peptides_count_UPS1_12500amol_R2,peptides_count_UPS1_25000amol_R2,peptides_count_UPS1_250amol_R2,peptides_count_UPS1_5000amol_R2,peptides_count_UPS1_50amol_R2,peptides_count_UPS1_12500amol_R3,peptides_count_UPS1_25000amol_R3,peptides_count_UPS1_250amol_R3,peptides_count_UPS1_5000amol_R3,peptides_count_UPS1_50amol_R3,peptides_count_UPS1_125amol_R1,peptides_count_UPS1_2500amol_R1,peptides_count_UPS1_50000amol_R1,peptides_count_UPS1_500amol_R1,psm_count_UPS1_125amol_R2,psm_count_UPS1_2500amol_R2,psm_count_UPS1_50000amol_R2,psm_count_UPS1_500amol_R2,psm_count_UPS1_12500amol_R1,psm_count_UPS1_125amol_R3,psm_count_UPS1_2500amol_R3,psm_count_UPS1_50000amol_R3,psm_count_UPS1_500amol_R3,psm_count_UPS1_25000amol_R1,psm_count_UPS1_250amol_R1,psm_count_UPS1_5000amol_R1,psm_count_UPS1_50amol_R1,psm_count_UPS1_12500amol_R2,psm_count_UPS1_25000amol_R2,psm_count_UPS1_250amol_R2,psm_count_UPS1_5000amol_R2,psm_count_UPS1_50amol_R2,psm_count_UPS1_12500amol_R3,psm_count_UPS1_25000amol_R3,psm_count_UPS1_250amol_R3,psm_count_UPS1_5000amol_R3,psm_count_UPS1_50amol_R3,psm_count_UPS1_125amol_R1,psm_count_UPS1_2500amol_R1,psm_count_UPS1_50000amol_R1,psm_count_UPS1_500amol_R1,raw_abundance_UPS1_125amol_R2,raw_abundance_UPS1_2500amol_R2,raw_abundance_UPS1_50000amol_R2,raw_abundance_UPS1_500amol_R2,raw_abundance_UPS1_12500amol_R1,raw_abundance_UPS1_125amol_R3,raw_abundance_UPS1_2500amol_R3,raw_abundance_UPS1_50000amol_R3,raw_abundance_UPS1_500amol_R3,raw_abundance_UPS1_25000amol_R1,raw_abundance_UPS1_250amol_R1,raw_abundance_UPS1_5000amol_R1,raw_abundance_UPS1_50amol_R1,raw_abundance_UPS1_12500amol_R2,raw_abundance_UPS1_25000amol_R2,raw_abundance_UPS1_250amol_R2,raw_abundance_UPS1_5000amol_R2,raw_abundance_UPS1_50amol_R2,raw_abundance_UPS1_12500amol_R3,raw_abundance_UPS1_25000amol_R3,raw_abundance_UPS1_250amol_R3,raw_abundance_UPS1_5000amol_R3,raw_abundance_UPS1_50amol_R3,raw_abundance_UPS1_125amol_R1,raw_abundance_UPS1_2500amol_R1,raw_abundance_UPS1_50000amol_R1,raw_abundance_UPS1_500amol_R1,125amol 1,2500amol 1,50000amol 1,500amol 1,12500amol 1,25000amol 1,250amol 1,5000amol 1,50amol 1,125amol 2,2500amol 2,50000amol 2,500amol 2,12500amol 2,25000amol 2,250amol 2,5000amol 2,50amol 2,125amol 3,2500amol 3,50000amol 3,500amol 3,12500amol 3,25000amol 3,DDGDG,5000amol 3,50amol 3
21669,P52910,NA,P52910,NA,ACS2_YEAST Acetyl-coenzyme A synthetase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACS2 PE=1 SV=1,466593,true,2,1,0,0,0,-1,12,11,12,11,311,298,6,6,8,6,5,6,5,7,5,7,4,5,7,5,5,4,5,7,7,6,4,6,4,7,5,8,4,9,11,15,10,9,9,10,10,10,10,9,11,11,10,18,7,13,11,12,8,7,11,11,13,12,17,12,14005498,11606224,16648107,12958897,12414144,12107473,12905938,16528287,12698182,12254450,11474653,12643590,14154252,12759462,16862094,11591016,12761487,14916868,12014194,16056303,12169255,12425222,13126383,13736928,12542103,15685370,12600104,23.7394899471139,23.4683953424831,23.988854806855,23.6274395922836,23.5654814501297,23.5468023993279,23.4519471905958,23.5919028223333,23.7547321743592,23.5293944499048,23.6215316641301,23.9784338749479,23.5981186251987,23.6050641636674,24.0072803710626,23.4665036942245,23.6052931095004,23.830441318089,23.711556073412,23.5802759368566,23.9029162253261,23.5869323058467,23.5182365293912,23.936636411515,23.5367375133885,23.5667682926943,23.6459660978191
21676,P09435,NA,P09435,NA,HSP73_YEAST Heat shock protein SSA3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSA3 PE=1 SV=3,454782,true,2,1,0,0,0,-1,8,2,8,2,610,2,6,5,5,6,5,5,5,6,6,5,6,6,7,5,5,6,5,6,7,6,5,5,5,6,5,5,6,19,20,12,23,18,16,15,18,17,24,22,18,18,13,18,16,19,20,22,23,18,14,20,17,12,14,15,29704174,28750242,33331878,30451984,27848372,29373066,31772318,34665644,30569232,28678042,27675050,30055552,29319732,29815560,34721656,27829484,29691934,27588512,29653278,30802000,28580642,29558144,27224088,28253478,30323394,34218756,30543134,24.8241623355067,24.7770707639461,24.9903992689372,24.8600328895095,24.7310896551098,24.7734431912737,24.7220825877111,24.8411281810386,24.8053685806424,24.8079905281764,24.9212670122142,25.0470032266126,24.8655769716307,24.8295620981273,25.0493324209229,24.7301108234185,24.8235677313097,24.7175643105326,24.7519251382704,24.8539279029756,25.0282839767784,24.8643447674164,24.82168825947,24.8765206935864,24.7685349879166,24.8170523475636,24.6983803840475
22214,P16140,NA,P16140,NA,VATB_YEAST V-type proton ATPase subunit B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VMA2 PE=1 SV=2,451702,true,2,1,0,0,0,-1,9,9,9,9,335,335,4,4,5,5,3,3,3,4,4,4,5,4,6,3,5,5,4,5,5,4,5,4,5,4,4,4,5,14,8,14,14,5,12,8,13,13,14,13,12,12,5,18,19,15,9,13,17,8,12,13,11,12,20,11,11878829,10597886,13320495,12231474,10835555,12113799,11641789,13483176,11521798,10777752,11000422,11284500,12788136,10864662,14160591,11676683,11439222,12437863,10793296,12846212,11706980,11378716,12084046,12467910,10994878,14161366,11578382,23.5018892882998,23.337273177917,23.6671443592916,23.5440949359715,23.3692697147582,23.3615529594953,23.3910555339278,23.4278391604107,23.6083026563799,23.5301480427827,23.4728094392196,23.6846570316331,23.4578625340539,23.3731399571376,23.7553781425545,23.4771271696723,23.4474855996399,23.5682352956493,23.5717163101856,23.3903282602397,23.7554570981618,23.4649303248212,23.3636321589479,23.6148396746451,23.4808656221219,23.4398344340753,23.5266002452673
22026,P0CX51,NA,P0CX51; P0CX52,NA,RS16A_YEAST 40S ribosomal protein S16-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS16A PE=1 SV=1,449675,true,2,2,0,0,0,-1,9,9,9,9,280,280,5,6,5,6,6,6,6,5,5,5,7,5,4,4,6,6,7,4,5,6,6,5,4,4,6,6,6,12,12,10,12,10,11,11,13,10,10,13,9,4,6,10,15,16,5,7,13,12,10,7,9,10,9,14,22125802,20483010,23553920,20895646,19822416,21433608,20066772,24213344,21172470,19572298,18746600,19863750,24843008,19503182,25835316,19549348,20041528,23917432,20584018,23808422,20284726,20360992,22577392,21696828,20973006,23423162,21958584,24.3992264141169,24.2879244006915,24.4894638469342,24.3166990252451,24.2406294763221,24.2223098181614,24.1601256273972,24.243634673568,24.5663365303605,24.3533713889611,24.2583052234062,24.5292990016675,24.3356862495176,24.2172061872177,24.622841194146,24.2206171565088,24.2564891704485,24.5115591607814,24.3709808053528,24.3220303177534,24.4814325092136,24.3882816893177,24.2950212879825,24.504968667507,24.2738904793951,24.2793045163234,24.4283755087825
22114,P32454,NA,P32454,NA,"APE2_YEAST Aminopeptidase 2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=APE2 PE=1 SV=4",447157,true,2,1,0,0,0,-1,11,7,11,7,332,238,5,5,3,5,7,8,6,3,6,5,6,7,5,6,5,6,8,2,5,7,7,5,2,7,7,3,7,15,11,6,13,13,19,14,4,13,10,16,8,12,12,11,16,15,6,8,13,15,9,7,15,15,9,20,10517674,9515462,10659255,9396303,9222404,10163062,10176926,10853914,10263571,8656247,9483600,9699240,10240287,8163499,11185923,9463893,9648430,10018977,9421386,10591782,9097567,9555042,10631831,10599220,8753759,11518714,10128658,23.3263123498591,23.1818422740555,23.3456032725371,23.1636618056148,23.1367114356845,23.0453102353779,23.1770033833265,23.2094402762954,23.2877528138927,23.2768317972936,23.2787985169539,23.3717120469869,23.2910294387865,22.9607562151448,23.4151809686714,23.1740023317971,23.2018627743486,23.2562318721087,23.3374547645154,23.0614712349677,23.4574763211492,23.2719397006407,23.1675078826907,23.3364419982333,23.1170493403113,23.1878307840296,23.3418867415267
21976,P0CX47,NA,P0CX47; P0CX48,NA,RS11A_YEAST 40S ribosomal protein S11-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS11A PE=1 SV=1,444056,true,2,2,0,0,0,-1,8,8,9,9,360,360,5,6,6,5,5,6,7,8,6,6,6,7,5,7,7,5,5,5,6,8,6,7,5,7,7,5,6,12,15,14,10,14,11,16,17,17,10,14,10,8,14,17,11,10,9,12,16,15,22,10,15,15,10,16,22832714,22117744,28601924,23618458,23062860,21726650,23681320,28292894,23530780,22088984,21285842,24367072,21427808,23295882,29552002,20930908,23822374,20619628,23138518,27784840,21049154,23568862,19427852,22731160,23187698,28312520,23362096,24.4445990192462,24.3987009030393,24.7696088619808,24.4934114414626,24.4590680953265,24.3968237265502,24.343390823873,24.5384295683354,24.3529809384315,24.3729624088657,24.4972461634376,24.7539364176834,24.4880458081261,24.4735716172352,24.8167525332822,24.3191315624599,24.5058138552207,24.2975149694008,24.4381679728084,24.4668562651859,24.7549368284924,24.4776663799172,24.4637931283752,24.7277945967126,24.3272589143901,24.4903787653286,24.2116230653791
21954,P07170,NA,P07170,NA,KAD2_YEAST Adenylate kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADK1 PE=1 SV=2,440468,true,2,1,0,0,0,-1,10,9,10,9,253,218,5,2,5,4,5,3,5,6,4,4,5,4,9,3,4,4,6,5,4,5,3,4,6,7,4,5,4,8,6,9,8,10,6,7,16,7,6,8,6,16,5,6,7,11,13,12,8,7,8,14,15,14,11,9,23689898,20087598,26988976,24726770,22191062,22125080,23414570,26940946,23718470,20330910,21223366,22067894,21514014,20996198,29546674,21461788,21306712,23268300,21454952,27775594,21802672,21110848,23500366,24581350,20984052,27348564,24787200,24.4977686510881,24.2598017265074,24.6858669041602,24.5595704603759,24.4034753766077,24.2771714550511,24.3391501482871,24.3954456200307,24.3587733864449,24.3991793359222,24.4809032079259,24.6832971744604,24.4995076136147,24.3236247719534,24.8164924029471,24.3552669374764,24.3448046413169,24.4718624743892,24.5510608144552,24.3227899520343,24.7049617471574,24.5630919758031,24.3548073376381,24.7273144291721,24.3780016177883,24.3314811955647,24.4861798900347
22262,P40212,NA,P40212; Q12690,NA,RL13B_YEAST 60S ribosomal protein L13-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL13B PE=1 SV=1,435282,true,2,2,0,0,0,-1,9,9,9,9,357,357,6,5,6,5,6,5,5,7,6,5,5,6,6,6,6,6,7,6,5,7,6,6,7,6,5,5,6,12,14,8,13,17,10,16,10,17,12,15,12,11,15,14,10,17,9,12,22,12,14,15,11,15,10,14,38650412,31933938,45592732,36049460,36823388,37002768,36843796,46356196,39416352,34277040,35296800,37860100,35837384,33342492,41711948,35840596,38322968,36935776,34716016,43323496,35361588,37243048,39195328,40309112,32611380,44275068,39160992,25.2039804570729,24.9285871370304,25.4423005249334,25.1034743131046,25.1341190346781,25.0307391948492,25.0730340592265,25.1741748858531,25.094961993907,25.141129860102,25.1349183735302,25.4662588475295,25.2322909247369,24.9908585988204,25.3139573536699,25.0950912926532,25.1917059620567,25.1385155523973,25.2646026655274,24.9588721564182,25.3999911869581,25.2229139749998,25.0490980582257,25.3686463304809,25.0756797282023,25.1504678132237,25.22417836261
22032,P03962,NA,P03962,NA,PYRF_YEAST Orotidine 5'-phosphate decarboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=URA3 PE=1 SV=2,434613,true,2,1,0,0,0,-1,8,8,9,9,273,273,6,3,5,3,3,6,3,5,3,4,4,5,7,3,3,5,3,6,5,4,5,4,7,5,4,5,4,12,8,14,8,8,11,9,8,9,8,8,8,16,7,5,7,11,10,12,6,11,11,11,11,10,10,6,10583240,8930126,10371904,9421792,9256217,9382327,9451533,9682971,9533145,8525924,9742746,9301565,11387948,8992150,10274097,9770449,9018037,10589371,9039857,10411223,9658730,8578603,10475301,10539372,9472044,9966519,10024754,23.3352780323392,23.0902491005825,23.3061774223178,23.1675700520538,23.1419912562797,23.0234247645144,23.215897023586,23.149042041221,23.4410044747407,23.1615143529397,23.1721169168724,23.2070183429945,23.1845208094189,23.1002346709919,23.2925082638732,23.2199934319466,23.1043819985286,23.3361135611781,23.3292855691869,23.1752443519839,23.2486582727085,23.2570634986638,23.1078685203913,23.3116362153079,23.2034020748289,23.0323112975772,23.3204883635031
22070,P46367,NA,P46367,NA,"ALDH4_YEAST Potassium-activated aldehyde dehydrogenase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALD4 PE=1 SV=2",432734,true,2,1,0,0,0,-1,7,7,7,7,212,212,5,4,5,5,3,6,4,4,5,3,5,2,6,3,2,5,3,6,4,2,5,3,6,5,3,5,5,15,9,11,8,6,13,7,8,7,5,7,2,9,7,5,6,6,11,7,5,9,3,8,11,4,11,9,11884935,9317070,13369999,10736607,9794940,11319496,9870746,14458402,10993495,10629544,10320927,10203063,13818928,9635985,11736915,11319201,10176786,13012120,10520140,12513721,10667087,9799487,12552046,12051556,9971272,14177100,11483052,23.5026306772576,23.1514449017722,23.6724960217374,23.356034806728,23.2236052244543,23.3415763718003,23.2990692200736,23.282498984207,23.7201423675593,23.4323063878859,23.2347276924891,23.785404772927,23.3901467782133,23.2000007171095,23.4845499160091,23.4322687889873,23.2787786702246,23.6333526965454,23.5227160918751,23.2493461252052,23.7570591161472,23.4530028010054,23.3266505680777,23.5770075080743,23.3466629186844,23.2242747959063,23.5814192087438
22232,P15703,NA,P15703,NA,"BGL2_YEAST Glucan 1,3-beta-glucosidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BGL2 PE=1 SV=1",430746,true,2,1,0,0,0,-1,5,5,5,5,328,328,5,5,4,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,4,5,4,5,5,5,4,4,4,15,14,11,9,12,9,12,8,14,11,11,13,11,13,17,8,13,17,10,14,10,16,14,14,15,9,8,15060304,14395249,17560988,14623377,15524372,14435152,15839659,17402558,15322752,14694583,12586750,15256928,13997555,15267832,20224052,13971465,15613302,13352982,14485613,17920180,14368985,15366248,13207335,14206988,15274626,18714900,14629072,23.8442475560584,23.7790894081638,24.0658706789369,23.8017731778659,23.8880315731848,23.8087810832642,23.5854024799,23.8629611673194,23.7386715129941,23.7830829632293,23.9170379412765,24.0527960474507,23.8691720959518,23.8639918812313,24.2695687422956,23.7359799689547,23.8962723440804,23.6706586260644,23.7600973878238,23.864633720226,24.1576840036656,23.8023349187555,23.7881174018642,24.0950817928907,23.7764548201484,23.873261607211,23.6548360505418
22412,P01008ups,NA,P01008ups,NA,ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human),425173,true,2,1,0,0,0,-1,9,9,9,9,332,332,NA,NA,6,NA,4,NA,NA,7,NA,5,NA,1,NA,1,5,NA,3,NA,2,6,NA,NA,NA,NA,NA,6,NA,0,0,42,0,18,0,0,53,0,39,0,2,0,21,33,0,6,0,21,33,0,0,0,0,0,46,0,339661.16,1496326,18836930,201472.59,4610380,188565.72,1144893,17912838,265902.78,7287856,554804.31,1998954.5,711325.19,4474906,8398093,238563.91,2070955.12,513454,4449983.5,7784031,337114.41,1804658.75,512835.59,166574.88,1266769.38,18830190,409669.16,18.3737367309848,20.5129930943801,24.1670605211646,17.6202240503567,22.1364542357102,22.7970630226823,19.0816194697254,20.9308142033019,19.4401497287196,17.5247079018757,20.12678134181,24.0944905913827,18.0205393350143,22.0934259467272,23.0016303339077,17.8640162827584,20.9818648583461,18.9698755066871,17.3458113287304,20.2727224697978,24.1665442212893,18.6440997648881,22.0853685560746,22.8920860250055,18.3628787712671,20.7832946273634,18.9681368606813
21896,P05317,NA,P05317,NA,RLA0_YEAST 60S acidic ribosomal protein P0 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPP0 PE=1 SV=2,423617,true,2,1,0,0,0,-1,6,6,6,6,209,209,5,4,4,5,4,5,3,3,5,4,4,4,6,4,2,5,5,4,4,4,5,2,5,4,2,4,3,15,7,7,10,9,13,4,5,8,4,5,5,8,5,4,6,5,13,4,6,5,3,16,14,4,6,10,34799260,30698198,31999538,34577388,28972450,33744000,30786676,31807772,32899066,28708110,33047172,31005374,37716120,28469200,37557664,32710772,30817028,37149196,28900528,30305804,32687010,29055996,34119268,35962920,30763196,33962736,34536816,25.0525532919614,24.8716506353521,24.9315477402642,25.0433255551185,24.7881783527342,24.7749550179757,24.9780234831112,24.8860149562018,25.1686779323594,25.0081276644558,24.875802773972,24.9228759849376,24.9715432908378,24.7628986173462,25.1626039976926,24.963262472774,24.8772243989907,25.1468276518431,25.1000068290709,24.8747020574278,25.0174493496819,25.0416317490255,24.7845925145854,24.8530907813471,24.9622140787759,24.7923325733441,25.0240833593994
21731,P04801,NA,P04801,NA,"SYTC_YEAST Threonine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=THS1 PE=1 SV=2",423049,true,2,1,0,0,0,-1,10,10,10,10,267,267,3,4,6,3,5,4,4,7,5,4,4,3,5,5,4,7,5,5,5,4,4,4,6,6,4,7,5,9,7,10,5,10,9,8,12,6,13,7,11,9,11,7,14,13,12,12,12,8,7,10,13,10,14,8,11882821,11810195,13135424,12263640,11738594,11590191,11320680,13497781,12620439,10858127,11072849,12082010,12284184,11537946,14019356,11507242,11952347,12350652,11882899,12730475,11985333,10875616,12184556,12650027,11517524,13710752,12262747,23.5023740390353,23.4935294497096,23.646959434369,23.5478839165298,23.4847562829916,23.3722719274959,23.4005231337883,23.5263571499844,23.550298691366,23.466401005576,23.4324572834382,23.6862189156782,23.5892587593266,23.4598830806245,23.7409167427366,23.456038760956,23.5107906023168,23.5580838689638,23.5926371283979,23.4573272684176,23.7088043656655,23.5477788601534,23.5023835089956,23.601782914351,23.5147666575352,23.3745937824121,23.5385503450415
22303,P25694,NA,P25694,NA,CDC48_YEAST Cell division control protein 48 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC48 PE=1 SV=3,419905,true,2,1,0,0,0,-1,11,11,11,11,409,409,5,5,5,4,5,4,5,6,4,5,5,6,5,5,5,4,6,7,5,5,4,6,5,6,7,5,5,14,14,13,12,14,15,14,19,16,14,13,17,9,22,19,14,20,12,16,16,15,18,9,16,21,15,12,9396511,8157999,10551196,9037440,8193305.5,8617709,8299477.5,9139726,9078179,7381967,8609548,8883462,9618147,8032689,10983529,8469557,8854568,9802677,7940269,8674814,8849265,8710209,9397407,9446562,8698980,10146112,8845522,23.1636937412864,22.9597838996104,23.330903204895,23.1074827332978,22.9660141782554,22.8155738575657,23.0375060676576,23.0826905923943,23.1973275452935,23.0388729521372,22.9845890826649,23.1237194846768,23.1139715043797,22.9374515903872,23.3888383299208,23.0138550807214,23.0779904912691,23.2247443560244,23.1713579369632,23.0524148168129,23.274423655375,23.0765158523858,22.9207564530642,23.0484013939713,23.0771262024983,23.0542759057885,23.1638313022525
21757,P04840,NA,P04840,NA,VDAC1_YEAST Mitochondrial outer membrane protein porin 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=POR1 PE=1 SV=4,419543,true,2,1,0,0,0,-1,7,7,7,7,363,363,5,6,7,7,7,5,7,7,7,7,6,5,7,5,5,5,6,6,7,7,6,6,5,6,7,6,7,13,19,11,16,20,12,19,14,10,17,17,13,13,14,10,12,14,8,17,12,11,12,9,8,17,9,16,37496728,38763132,44880624,40418580,37857320,37962596,39812512,45999380,40149220,37372820,35884952,40943896,36217632,39764304,51683472,37401064,39930480,36567860,38310996,47227000,37816888,39138464,36647232,38644412,39527616,47358776,39860856,25.1602613743767,25.2081818071606,25.4195893988803,25.2685153015416,25.1740689474253,25.1554860918991,25.0968756551621,25.2871450521725,25.1101888865477,25.1780753159032,25.2467185664273,25.45511108023,25.2588686242315,25.2449705836721,25.6231996550818,25.1565759772573,25.2509870787685,25.1240728649208,25.2037564790672,25.2363576097891,25.4971284588281,25.2484693561671,25.1912551972973,25.4931085583156,25.1725273111668,25.2220838023156,25.1272008985684
22005,P53090,NA,P53090,NA,ARO8_YEAST Aromatic/aminoadipate aminotransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARO8 PE=1 SV=1,417126,true,2,1,0,0,0,-1,8,8,8,8,231,231,3,6,5,5,7,5,7,6,4,7,4,6,3,6,4,5,6,5,6,7,5,4,4,5,5,5,5,5,9,7,7,13,9,10,10,6,10,5,10,5,10,10,9,10,7,9,16,6,8,5,7,11,8,9,15069184,13383870,14881741,15767922,13954638,14175340,13823227,14273409,14981148,12112273,14327774,13422138,15775998,13127326,15134167,13889533,13646983,14767641,13158521,15223499,13293084,12087318,14720686,15280638,13582308,15289606,15137193,23.845097960973,23.6739920016052,23.8270399799813,23.9104892090686,23.7342413638661,23.5299662920939,23.772311150391,23.6781111596187,23.9112279381425,23.7568800032895,23.7205911130374,23.7668266072966,23.836644845448,23.6460697373791,23.8513059341545,23.7274947574178,23.7020787075157,23.8159360509499,23.8652014445106,23.6952253173753,23.8660478943785,23.851594364883,23.6494940054218,23.8597966531308,23.6641725133967,23.5269908312684,23.8113415683332
21746,P07262,NA,P07262,NA,DHE4_YEAST NADP-specific glutamate dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GDH1 PE=1 SV=2,416296,true,2,1,0,0,0,-1,9,3,9,3,971,84,8,7,7,8,8,8,7,8,8,7,8,8,7,9,6,8,8,7,8,8,8,7,7,8,7,7,8,36,39,26,37,35,37,46,45,34,41,45,45,13,37,41,37,51,18,31,37,31,36,19,32,39,35,47,28897956,24451206,30793822,28695814,26043420,26952594,26051750,29193776,28396266,24483720,25103594,26324362,31458498,24857544,32592314,25907932,25654770,29562284,24914924,27840276,26995530,24641938,29313242,28657456,24885864,31703032,28424648,24.784464116351,24.5434022887883,24.8761376039634,24.7743369634157,24.6344155786544,24.5453194386563,24.5813905891364,24.6498952305778,24.9069464544921,24.6839207932503,24.634876951553,24.7991574891029,24.7591978975523,24.5671804250405,24.9580284488689,24.6268905267996,24.6127237557574,24.817254401496,24.772407207549,24.5688231403113,24.9181174869796,24.7606391476545,24.5705068374708,24.7306701779074,24.6862172055353,24.5546123874944,24.8050492009414
21859,Q03161,NA,Q03161,NA,YMY9_YEAST Glucose-6-phosphate 1-epimerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YMR099C PE=1 SV=1,413898,true,2,1,0,0,0,-1,7,7,7,7,186,186,4,3,3,2,4,4,3,3,1,3,3,3,6,3,2,2,4,5,2,3,3,3,5,3,3,3,3,9,7,5,5,7,7,6,8,3,5,8,5,13,8,5,6,11,10,6,5,5,5,11,7,8,7,4,7322846.5,6455138,7723709.5,7117843.5,6634905.5,7570735.5,6749552,7626068,6059298.5,5844463.5,6686987.5,6150769.5,8295975,5987158,8069964.5,7166989,6493518.5,8152737.5,6445149,7195987,7071146,6228789,7671241.5,7768767,6514937.5,7995037,7552668,22.8039731240051,22.6220165075813,22.8808624727646,22.7630087819898,22.661644486969,22.4786391661232,22.6729249898126,22.5523354813025,22.9839801159066,22.8520020347476,22.6863603161058,22.8625079646454,22.5307193483107,22.5134399125244,22.9441308963853,22.7729357095717,22.630568980832,22.9588531335201,22.8892542124694,22.6353199079223,22.9306732796518,22.8485549396473,22.6197822807546,22.7787611495972,22.7535126166834,22.5705202713344,22.871028649132
22174,P38715,NA,P38715,NA,GRE3_YEAST NADPH-dependent aldose reductase GRE3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GRE3 PE=1 SV=1,406967,true,2,1,0,0,0,-1,7,7,7,7,178,178,4,2,5,3,2,2,2,4,2,4,3,3,4,3,2,2,2,5,3,1,2,2,5,4,4,3,2,8,5,10,6,4,5,4,9,5,8,5,6,11,7,3,7,4,9,11,4,6,3,8,10,8,8,4,6916735.5,6484408,8138096,6911040.5,6673378,6899183,6742468.5,7407365.5,6868083,6088145.5,6358050,6757624.5,6175978.5,6125825,7952057.5,6875105.5,6769843,6147297,5978346,7302193,6580296,6798771,6617079,6215746,6660725,7565124,7294743,22.7216598573014,22.6285434376408,22.9562598684022,22.7204715029743,22.6699857940323,22.5375714074068,22.6001529312654,22.6880847560143,22.558236299586,22.7179940976446,22.6848454457035,22.8205290948651,22.7114760435747,22.5464727225427,22.922896758149,22.7129504214901,22.69069094585,22.5515207583275,22.5674961200409,22.667247788209,22.8509322991844,22.7984257209894,22.5113149655103,22.7998983696312,22.6497210511764,22.6968425462088,22.657763073033
22465,P37291,NA,P37291,NA,"GLYC_YEAST Serine hydroxymethyltransferase, cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SHM2 PE=1 SV=2",406622,true,2,1,0,0,0,-1,7,7,7,7,245,245,5,3,3,5,4,3,4,2,4,5,4,5,5,4,3,5,5,6,4,3,4,4,3,5,5,2,4,6,9,3,12,9,5,11,3,7,9,7,12,8,15,10,11,14,13,9,9,12,10,7,7,13,5,9,8717317,7257918,6742529.5,6372786,5347043.5,8327752,6229828.5,10131438,6156821.5,6811795.5,7225312,8516981,8582934,5863764.5,9264807,5761777.5,5672912,7790564,6709126.5,6910474,7322413.5,5701760,10141546,6872764,7872690,9776730,8386391,23.0554527425833,22.7911243266565,22.6848584978964,22.6034927847702,22.3503099829186,22.6996036931891,22.7846284560564,23.0219107006931,23.0330394738886,22.9894956752216,22.570761017388,23.2723356209995,22.5537543115335,22.4833957325666,23.1433294923611,22.4580825189847,22.4356580539661,22.8932963456919,22.7124589896402,22.9084252401987,23.2209205803462,22.9996186640698,22.6776935151609,22.720353239995,22.8038878149081,22.4429758835743,23.2737742609828
