"","protein_set_id","accession","gene_name","samesets_accessions","subsets_accessions","description","protein_set_score","is_validated","selection_level","X.sameset_protein_matches","X.subset_protein_matches","coverage","MW","X.observable_peptides","X.sequences","X.specific_sequences","X.peptides","X.specific_peptides","X.peptide_matches","X.specific_peptide_matches","peptides_count_UPS1_125amol_R2","peptides_count_UPS1_2500amol_R2","peptides_count_UPS1_50000amol_R2","peptides_count_UPS1_500amol_R2","peptides_count_UPS1_12500amol_R1","peptides_count_UPS1_125amol_R3","peptides_count_UPS1_2500amol_R3","peptides_count_UPS1_50000amol_R3","peptides_count_UPS1_500amol_R3","peptides_count_UPS1_25000amol_R1","peptides_count_UPS1_250amol_R1","peptides_count_UPS1_5000amol_R1","peptides_count_UPS1_50amol_R1","peptides_count_UPS1_12500amol_R2","peptides_count_UPS1_25000amol_R2","peptides_count_UPS1_250amol_R2","peptides_count_UPS1_5000amol_R2","peptides_count_UPS1_50amol_R2","peptides_count_UPS1_12500amol_R3","peptides_count_UPS1_25000amol_R3","peptides_count_UPS1_250amol_R3","peptides_count_UPS1_5000amol_R3","peptides_count_UPS1_50amol_R3","peptides_count_UPS1_125amol_R1","peptides_count_UPS1_2500amol_R1","peptides_count_UPS1_50000amol_R1","peptides_count_UPS1_500amol_R1","psm_count_UPS1_125amol_R2","psm_count_UPS1_2500amol_R2","psm_count_UPS1_50000amol_R2","psm_count_UPS1_500amol_R2","psm_count_UPS1_12500amol_R1","psm_count_UPS1_125amol_R3","psm_count_UPS1_2500amol_R3","psm_count_UPS1_50000amol_R3","psm_count_UPS1_500amol_R3","psm_count_UPS1_25000amol_R1","psm_count_UPS1_250amol_R1","psm_count_UPS1_5000amol_R1","psm_count_UPS1_50amol_R1","psm_count_UPS1_12500amol_R2","psm_count_UPS1_25000amol_R2","psm_count_UPS1_250amol_R2","psm_count_UPS1_5000amol_R2","psm_count_UPS1_50amol_R2","psm_count_UPS1_12500amol_R3","psm_count_UPS1_25000amol_R3","psm_count_UPS1_250amol_R3","psm_count_UPS1_5000amol_R3","psm_count_UPS1_50amol_R3","psm_count_UPS1_125amol_R1","psm_count_UPS1_2500amol_R1","psm_count_UPS1_50000amol_R1","psm_count_UPS1_500amol_R1","raw_abundance_UPS1_125amol_R2","raw_abundance_UPS1_2500amol_R2","raw_abundance_UPS1_50000amol_R2","raw_abundance_UPS1_500amol_R2","raw_abundance_UPS1_12500amol_R1","raw_abundance_UPS1_125amol_R3","raw_abundance_UPS1_2500amol_R3","raw_abundance_UPS1_50000amol_R3","raw_abundance_UPS1_500amol_R3","raw_abundance_UPS1_25000amol_R1","raw_abundance_UPS1_250amol_R1","raw_abundance_UPS1_5000amol_R1","raw_abundance_UPS1_50amol_R1","raw_abundance_UPS1_12500amol_R2","raw_abundance_UPS1_25000amol_R2","raw_abundance_UPS1_250amol_R2","raw_abundance_UPS1_5000amol_R2","raw_abundance_UPS1_50amol_R2","raw_abundance_UPS1_12500amol_R3","raw_abundance_UPS1_25000amol_R3","raw_abundance_UPS1_250amol_R3","raw_abundance_UPS1_5000amol_R3","raw_abundance_UPS1_50amol_R3","raw_abundance_UPS1_125amol_R1","raw_abundance_UPS1_2500amol_R1","raw_abundance_UPS1_50000amol_R1","raw_abundance_UPS1_500amol_R1","X125amol.1","X2500amol.1","X50000amol.1","X500amol.1","X12500amol.1","X25000amol.1","X250amol.1","X5000amol.1","X50amol.1","X125amol.2","X2500amol.2","X50000amol.2","X500amol.2","X12500amol.2","X25000amol.2","X250amol.2","X5000amol.2","X50amol.2","X125amol.3","X2500amol.3","X50000amol.3","X500amol.3","X12500amol.3","X25000amol.3","DDGDG","X5000amol.3","X50amol.3","log-ratios X125amol. vs X2500amol.","log-ratios X50000amol. vs X2500amol.","log-ratios X500amol. vs X2500amol.","log-ratios X12500amol. vs X2500amol.","log-ratios X25000amol. vs X2500amol.","log-ratios C7 vs X2500amol.","log-ratios X5000amol. vs X2500amol.","log-ratios X50amol. vs X2500amol.","FDR PolySTest X125amol. vs X2500amol.","FDR PolySTest X50000amol. vs X2500amol.","FDR PolySTest X500amol. vs X2500amol.","FDR PolySTest X12500amol. vs X2500amol.","FDR PolySTest X25000amol. vs X2500amol.","FDR PolySTest C7 vs X2500amol.","FDR PolySTest X5000amol. vs X2500amol.","FDR PolySTest X50amol. vs X2500amol.","FDR limma X125amol. vs X2500amol.","FDR limma X50000amol. vs X2500amol.","FDR limma X500amol. vs X2500amol.","FDR limma X12500amol. vs X2500amol.","FDR limma X25000amol. vs X2500amol.","FDR limma C7 vs X2500amol.","FDR limma X5000amol. vs X2500amol.","FDR limma X50amol. vs X2500amol.","FDR Miss test X125amol. vs X2500amol.","FDR Miss test X50000amol. vs X2500amol.","FDR Miss test X500amol. vs X2500amol.","FDR Miss test X12500amol. vs X2500amol.","FDR Miss test X25000amol. vs X2500amol.","FDR Miss test C7 vs X2500amol.","FDR Miss test X5000amol. vs X2500amol.","FDR Miss test X50amol. vs X2500amol.","FDR rank products X125amol. vs X2500amol.","FDR rank products X50000amol. vs X2500amol.","FDR rank products X500amol. vs X2500amol.","FDR rank products X12500amol. vs X2500amol.","FDR rank products X25000amol. vs X2500amol.","FDR rank products C7 vs X2500amol.","FDR rank products X5000amol. vs X2500amol.","FDR rank products X50amol. vs X2500amol.","FDR permutation test X125amol. vs X2500amol.","FDR permutation test X50000amol. vs X2500amol.","FDR permutation test X500amol. vs X2500amol.","FDR permutation test X12500amol. vs X2500amol.","FDR permutation test X25000amol. vs X2500amol.","FDR permutation test C7 vs X2500amol.","FDR permutation test X5000amol. vs X2500amol.","FDR permutation test X50amol. vs X2500amol.","FDR t-test X125amol. vs X2500amol.","FDR t-test X50000amol. vs X2500amol.","FDR t-test X500amol. vs X2500amol.","FDR t-test X12500amol. vs X2500amol.","FDR t-test X25000amol. vs X2500amol.","FDR t-test C7 vs X2500amol.","FDR t-test X5000amol. vs X2500amol.","FDR t-test X50amol. vs X2500amol."
"feature 168","22151","Q12513",NA,"Q12513",NA,"TMA17_YEAST Translation machinery-associated protein 17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TMA17 PE=1 SV=1","281469","true","2","1","0","0","0","-1","3","3","3","3","65","65","1","1","2","1","1","1","1","3","1","1","1","1","3","1","1","1","1","3","1","1","1","1","3","2","1","2","1","1","1","3","1","2","2","1","3","2","2","2","3","3","4","2","3","5","5","2","2","1","1","4","3","2","2","3","2290354.5","2388578.5","3221905","2501933.5","2311172.75","2256230","2371130","2640136.5","2194315","2233021.75","2114808.75","2697459","2555329","2406289.5","3070147.5","2152010.5","2437429","2400355.5","2354258.5","2730950.5","2353615","2342054","2387028","2499596","2358014.5","3202505","2373949.75",21.127139484594,21.187720860703,21.6194825251783,21.2546120133062,21.1401936682703,21.0905658726405,21.0120957703043,21.3631696009759,21.2850776202177,21.1054827128348,21.1771433317704,21.3321810908709,21.0653392128035,21.1983787925069,21.5498765384072,21.0372536863734,21.2169287644573,21.1948166585354,21.2532635058532,21.169141159149,21.6107693923406,21.1788579667332,21.1668413077944,21.3809717340126,21.1664469156067,21.1593429093111,21.1867840587536,-0.0160398827801321,0.342809218922467,-0.0117320529264984,-0.00953052768359915,0.162469597812635,-0.106069659779333,0.0684786410406346,0.0442243286281006,1,0.00272372529918271,1,1,0.297414526614215,0.999000999000999,1,1,0.494548017663796,0.000680931324795676,0.527075315421371,0.996990670695276,0.0743536316535539,0.615746820050623,0.998426327722986,0.314284199446834,1,0.190265916973273,1,1,1,0.553747883749874,1,1,0.52640791324135,0.732882016510151,0.611737897975963,0.915864153285285,0.86792942881078,0.65755795726582,0.928545812590447,0.618357157134029,0.811252608059575,0.352763267267084,0.786339189724239,0.481837003576134,0.750099998620709,0.999000999000999,0.360639360639361,0.892303039780401,0.298533448266432,0.015294558451412,0.341356568118372,0.61805578340742,0.306878826758086,0.269186571151702,0.702955495076875,0.118715845219868
"feature 169","22369","P14126",NA,"P14126",NA,"RL3_YEAST 60S ribosomal protein L3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL3 PE=1 SV=4","281.39","true","2","1","0","0","0","-1","8","8","8","8","564","564","5","5","6","4","5","5","5","4","5","4","4","6","4","4","5","5","5","5","4","4","4","5","5","6","6","5","5","17","26","24","16","19","17","23","27","20","21","21","29","9","18","23","14","31","10","14","22","11","32","16","24","22","9","22","15009060","11867784","16140887","13436032","13050792","14629112","12245406","16007881","13360672","11203620","13366651","12703314","18967718","11534966","16233003","13335674","12131988","16814058","11352188","14921423","13227384","13075419","14789087","15377824","12458741","16055362","13755065",23.8393302896842,23.5005472385619,23.9442165263055,23.6796038009033,23.6376340250145,23.4174616208004,23.6721347092303,23.5987015759864,24.1770427832288,23.8023388634844,23.5457372718804,23.9322790118459,23.6714892368952,23.4595104158091,23.9524265779883,23.6687874063771,23.5323126402875,24.0031646190025,23.8743480370491,23.5706549504845,23.9365518580648,23.7134596213834,23.4364670509374,23.8308817907664,23.6570244300302,23.6403538423883,23.8180296550373,0.299692576430299,0.398702645096466,0.149204399418367,-0.0277759897219347,0.194610176209434,0.127002361570266,0.0514761992451334,0.460432532113933,0.0815065999624867,0.00121215844680329,0.561904953705512,0.576057605760576,0.218799329716674,0.234622520336806,1,0.00207342243248461,0.0271688666541622,0.000303039611700822,0.187301651235171,0.996990670695276,0.0546998324291685,0.549175444824773,0.998426327722986,0.000518355608121152,0.180624475148297,0.0931133764722149,0.215141340495695,1,1,0.355854862861406,1,0.126146038947243,0.16632430072839,0.48903592433982,0.673382432769546,0.920806623391811,0.86792942881078,0.31191505108797,0.928545812590447,0.133165286888508,0.0326873126873127,0.010896997739103,0.404692082111437,0.144014401440144,0.668134749865519,0.0586556300842015,0.351821406939517,0.0429265058086019,0.0199264121338197,0.00165169137968792,0.039570892139015,0.660229307571802,0.306878826758086,0.149884320965693,0.702955495076875,0.0365384132177281
"feature 170","21858","P07280",NA,"P07280; P07281",NA,"RS19A_YEAST 40S ribosomal protein S19-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS19A PE=1 SV=2","280719","true","2","2","0","0","0","-1","5","5","5","5","300","300","4","5","4","4","5","4","5","4","4","4","4","5","5","5","4","4","4","4","5","5","4","5","4","4","5","4","4","7","13","7","12","11","6","12","6","9","7","9","14","6","11","11","9","13","4","9","14","6","14","4","8","19","5","11","22611464","21784136","30319048","23259004","22124084","23298794","23336052","31412924","22462882","21913434","20040360","20961444","25128994","22531182","28120468","20920830","20861400","23353536","23813396","25613950","21443548","21411760","23288860","23127628","20612004","30825560","22323540",24.4305510679402,24.3767745585877,24.853721118669,24.4712859830766,24.3991143889659,24.3853122474246,24.2564050891893,24.32123476944,24.582849580545,24.4737519437585,24.4760571703382,24.9048549034116,24.421039702385,24.4254196644608,24.7451172691362,24.3184367535177,24.3143326439907,24.4771376716814,24.4631139730686,24.296981441787,24.8776237681465,24.4120624877714,24.5052700405104,24.6104264164045,24.3540402947516,24.3519000511967,24.4731366849282,0.0725346046847998,0.495462206504732,0.0515250008400325,0.0599969744080653,0.197014254084132,-0.0736436777514342,-0.0541152353618344,0.127770255480565,0.822745542362926,4.72091815817339e-06,1,1,0.0708217839135402,0.927867408182369,1,0.254941510237563,0.282416052530107,1.18022953954335e-06,0.356194175247417,0.996990670695276,0.0177054459783851,0.630955482143004,0.998426327722986,0.0637353775593906,0.36550394604554,0.0366317985570414,1,1,0.695367618496046,0.553747883749874,1,1,0.822745542362926,0.319434507004883,0.751531712427394,0.908096769738897,0.86349946183916,0.766138797431993,0.928545812590447,0.757126799143004,0.669653737157662,0.498772031917307,0.964862421683448,0.951286133221617,0.713543475962482,0.927867408182369,0.397964451655727,0.537911455632975,0.165808651003744,0.00341041535428103,0.212964214978272,0.556423615782188,0.306878826758086,0.354252611785876,0.702955495076875,0.0646789904325695
"feature 171","22004","P00931",NA,"P00931",NA,"TRP_YEAST Tryptophan synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRP5 PE=1 SV=1","278.08","true","2","1","0","0","0","-1","5","5","5","5","78","78","1","1","1","2","2","1","2","2","2","1","2","2","3","2","4","1","3",NA,"2","2","2","2",NA,"1","3","1","2","1","1","2","2","5","2","5","3","2","2","2","4","5","4","6","3","4","0","3","4","3","5","0","2","3","2","2","5415518","5651672.5","7077053.5","7609046.5","6056291","5943445.5","6029771","6698695.5","6021220.5","5415176","6160540.5","6114877","6150275.5","5731430","8169641","5510602","6951092","6345860.5","5683227","7087559.5","5798552","6269741","5851881","5773336","6796096","6746262.5","7103854.5",22.3686679090579,22.4302464369219,22.7547173949238,22.8592842482951,22.5300030966707,22.3685767973149,22.5546255018128,22.5438920487351,22.5522196063747,22.5028680937276,22.523671781493,22.675448742668,22.5216245199018,22.450463707699,22.961841252481,22.3937785024534,22.7288082089201,22.5973843764022,22.4609737599267,22.6962748011497,22.6856570246622,22.7601706022681,22.4382789101285,22.7568575108421,22.4672612483178,22.5799744165408,22.4804690014022,-0.1058944189508,0.155210047563133,0.163628783633467,-0.0771491016888,0.1456941803578,-0.078175922326866,0.0674938848771328,-0.00670667846183429,0.648317138673816,0.0968287042139348,0.582975995326767,1,0.461989311938984,1,1,1,0.308238711483778,0.0322762347379783,0.194325331775589,0.996990670695276,0.115497327984746,0.714270664668956,0.998426327722986,0.402260663282444,1,0.804984844367792,1,1,1,1,1,1,0.432211425782544,0.450936425847646,0.827096519561611,0.912003021174872,0.86792942881078,0.824864685436514,0.928545812590447,0.539694776443119,0.398841938972091,0.0340344586919929,0.249817296797163,0.483993372882262,0.81150141249479,0.947107016694646,0.44345035495478,0.721334221334221,0.170069804635837,0.0323387963610252,0.157201614526449,0.565620098223656,0.328815325646281,0.413762576090036,0.719455485791895,0.271442402853881
"feature 172","22395","P38088",NA,"P38088",NA,"SYG_YEAST Glycine--tRNA ligase 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GRS1 PE=1 SV=3","277928","true","2","1","0","0","0","-1","7","7","7","7","115","115","2","4","2","4","2","3","3","1","3","2","3","4",NA,"2","3","3","3","4","3","4","4","3","2","3","4","1","2","3","4","2","9","4","5","4","1","4","3","5","6","0","3","5","9","5","6","4","6","6","5","4","3","7","1","2","7993232","6847173.5","9855180","7829966.5","6860568","7920240","6947117.5","9100798","6997527.5","6149615","6716333","6679244","6519167.5","6894618.5","8682282","6934929.5","6161336","8079275.5","6886615","7948785.5","7091131.5","6756930.5","7500983.5","8000450.5","7105212.5","8911196","7681138.5",22.9303475327483,22.7070771385555,23.2324507909466,22.9005747043772,22.7098965942442,22.5520646618936,22.6792423310968,22.6712533877161,22.6362563128748,22.9171127169982,22.7279830678692,23.1175616223461,22.7384138208667,22.7170392946116,23.0496428513246,22.7254497856124,22.5548117825155,22.9457944960363,22.9316498088013,22.7604463670134,23.0871876427632,22.8728887326888,22.7153635939484,22.922303016265,22.7575844195243,22.6879365853406,22.8386483379392,0.194534495036566,0.413897827539266,0.105456894831532,-0.0177356968779681,0.109501318681699,-0.0110766790682012,-0.0938349392886337,0.0750641911373992,0.130749250749251,0.000559525803715264,0.755959272515564,0.125459446214163,0.538803163036262,0.392204810115258,0.707766809461725,0.932157146470839,0.0943245475308493,0.000139881450928816,0.263566823958509,0.996990670695276,0.134700790759066,0.821547977628479,0.998426327722986,0.23303928661771,0.335398338188203,0.162354812129133,1,1,1,1,1,0.919569775160567,0.435456258615596,0.493717670103819,0.845275209593195,0.916687083675863,0.775969877568144,0.819687910737796,0.928545812590447,0.791712672782229,0.0326873126873127,0.402395524238021,0.251986424171855,0.0313648615535408,0.534965034965035,0.0980512025288145,0.176941702365431,1,0.0381886592761951,0.00314047289055037,0.114777276887615,0.556423615782188,0.336660368545348,0.50516257619895,0.702955495076875,0.174049951967868
"feature 173","22080","Q12464",NA,"Q12464",NA,"RUVB2_YEAST RuvB-like protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RVB2 PE=1 SV=1","277676","true","2","1","0","0","0","-1","7","7","7","7","40","40","3",NA,"1",NA,NA,"1","1","2","1","1","1",NA,"4","1",NA,"1","1","2","1","2",NA,"1","2","1","1","1","1","4","0","1","0","0","1","1","2","1","1","1","0","9","1","0","2","1","4","1","2","0","1","3","1","1","1","3","2746568","2908459.5","3026813.75","2850961.75","2748790.75","2714319.75","2669863.5","3310258.25","2791064","2581244.25","2864183.25","2776357.75","2941008.75","2740355","3812210.75","2695262","2821530","3331442.5","2761853","3328970.5","2625252.75","2691870.75","2929986.5","2513116.75","2766365.5","3339877.5","3097569.25",21.3891985801132,21.4718237842495,21.529368473357,21.4430172527756,21.3903656560851,21.299635232101,21.4496923682842,21.4047620489466,21.487879645818,21.3721592512332,21.3483345535939,21.6585123426892,21.4123837755712,21.3859313689203,21.8621964471175,21.3619940900677,21.4280462584851,21.6677155625308,21.2610462643126,21.3995603513373,21.6713637578368,21.5627051052864,21.3972051033246,21.6666446552748,21.3240248963383,21.3601777100263,21.4824625867267,-0.0657715311739011,0.213175294900766,0.0661291481508333,-0.0154055202835686,0.2029192151042,-0.0280024448301669,-0.00891089057423381,0.139446368631601,0.651677436487563,0.032350462037962,1,1,0.180918650253833,0.709035457934136,1,0.439238608481746,0.371368105544042,0.0082027986648044,0.371754610897879,0.996990670695276,0.0452296625634583,0.799477576313487,0.998426327722986,0.109809652120437,1,0.190265916973273,1,1,1,1,1,1,0.484572875645961,0.636267035855056,0.830141955127043,0.944210107952687,0.86792942881078,0.918519817801677,0.928545812590447,0.74067965023043,0.217225812162521,0.016175231018981,0.38269926794517,0.539222773387841,0.921328671328671,0.177258864483534,0.798911699233243,0.230447170898916,0.164056931292579,0.0070421985157257,0.17675280715995,0.659288255554243,0.306878826758086,0.473577793570927,0.786410636900998,0.0702145070462631
"feature 174","22256","P05756",NA,"P05756",NA,"RS13_YEAST 40S ribosomal protein S13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS13 PE=1 SV=3","277579","true","2","1","0","0","0","-1","4","4","4","4","340","340","4","4","4","4","4","3","3","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","11","13","7","19","15","18","8","8","15","8","15","16","5","13","13","18","16","8","11","12","14","13","11","20","9","9","15","18025372","16725956","18641940","17672576","16985954","16257710","16749322","19437152","17775824","16181425","15141154","17209728","18978922","16072550","21661438","15554526","17128578","18312992","16205958","18829316","15721049","17262928","18326564","17871700","16687290","20184048","17761224",24.1035256977147,23.9955853370838,24.1520486681277,24.0750090103579,24.0178389123031,23.9478353269799,23.851971830343,24.0367209599539,24.1778947140299,23.9546207233274,23.99759936175,24.2123135098795,24.0834131018711,23.9380955030255,24.3686256840094,23.890831095865,24.0299020492877,24.1263641839608,24.0911735378141,23.9922463456341,24.2667122065381,24.082227671456,23.9500209709517,24.1664772572953,23.90619415004,24.0411738478953,24.1274329882875,0.054629638129434,0.215214446692466,0.0850729130723652,-0.0264918860625324,0.165835741272232,-0.1121446560733,0.0407886042229997,0.148753613936766,1,0.00788192076499701,0.0919080919080919,1,0.140415402718019,0.810923898642217,0.361152361152361,0.0873792873792874,0.355380233488904,0.00197048019124925,0.249759457530736,0.996990670695276,0.0351038506795048,0.432437327881745,0.998426327722986,0.0449685190393674,1,0.0781767192157429,1,1,0.939845969177456,0.260777878800899,1,0.0971375748646593,0.750398147359435,0.562303217921267,0.827096519561611,0.913177644015572,0.86792942881078,0.608192923981663,0.928545812590447,0.677479002930467,0.485300140472554,0.0142175421145378,0.022977022977023,0.25672187140077,0.720621931260229,0.872853548640142,0.0902880902880903,0.0218448218448218,0.189979104735043,0.00697460305320394,0.0079499829740503,0.556423615782188,0.306878826758086,0.149545792576144,0.122996203853671,0.0216300572760686
"feature 175","21921","P21576",NA,"P21576",NA,"VPS1_YEAST Vacuolar protein sorting-associated protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS1 PE=1 SV=2","276931","true","2","1","0","0","0","-1","5","5","5","5","179","179","3","2","2","1","3","2","2","3","2","2","3","2","4","3","2","3","2","3","3","2","2","2","4","2","2","2","2","5","9","3","4","7","7","8","7","6","8","9","5","8","9","5","8","7","4","10","4","5","8","5","8","8","6","6","4218122","3804084","4582284.5","4080171.25","3829981","3790421","4009871","4459376.5","3990954.25","3680120","3809644","3624028.5","4311952.5","3787173.5","4738300.5","4042358.75","3609265.5","4503212","3947270.5","4644568","3835275","3752968","4420264","4188462.25","3807539.5","4412585.5","4153490.5",22.0081693918739,21.8591176727901,22.1276356032608,21.9601982745457,21.8689058044839,21.811321379243,21.8612247577433,21.7891628703615,22.0399098549304,21.853926665974,21.93512439437,22.0884105791918,21.9283023100435,21.8526900855705,22.1759382656044,21.9467659325754,21.7832738420813,22.1025229670904,21.9979892400985,21.8604275728545,22.0731928022079,21.9858928239744,21.9124239574776,22.1471129843947,21.8708985960516,21.8396005583399,22.0757011063881,0.0684718859772673,0.211523114881967,0.0732412561829996,-0.00688326416086582,0.159900996409167,0.00807321545190002,-0.0808774564106329,0.187821429464767,0.915352302770837,0.00835744962764721,0.566258313161331,1,0.153104788247548,0.340866680489322,0.485914085914086,0.065911100393859,0.305117434256946,0.0020893624069118,0.283129156580666,0.996990670695276,0.0382761970618871,0.821666444005024,0.998426327722986,0.0186736744141917,1,0.190265916973273,1,1,1,1,1,0.270768483444398,0.773825881948967,0.534822981392798,0.779558939407341,0.915864153285285,0.86792942881078,0.798468300624536,0.880916495283444,0.554981338021156,0.437058842796548,0.00845073294052886,0.166399198469169,0.461760461760462,0.675045234485794,0.0852166701223305,0.121478521478521,0.0329555501969295,0.169682793269298,0.00233899418784694,0.0814901091503083,0.680943959543476,0.306878826758086,0.547381493726242,0.623075430892598,0.0150547913126117
"feature 176","22498","P41940",NA,"P41940",NA,"MPG1_YEAST Mannose-1-phosphate guanyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PSA1 PE=1 SV=2","275676","true","2","1","0","0","0","-1","6","6","6","6","114","114","4","4","2","2","3","2","4","5","3","3","3","2","3","5","1","2","3","2","4","2","4","2","3","1","2","4","2","5","5","5","2","6","3","5","9","3","3","4","3","9","7","4","2","3","5","7","4","4","2","4","2","4","8","2","16068330","15163554","19132680","16165870","15179338","15079525","15477693","18412040","16118158","14784128","14350425","15514164","15322784","14952406","18419304","14251546","15203270","14788724","15476506","17254468","15211059","15733340","15592086","15593942","15510826","18529590","15838698",23.9377166600625,23.8541045930016,24.1895356367928,23.9464478154065,23.8556055376433,23.8175458168902,23.7745901283817,23.8870826217582,23.8691751088697,23.846087649122,23.8836871133751,24.1341461461321,23.9421835447953,23.8338743121789,24.1347152123553,23.7646150947557,23.8578783237622,23.8179942434716,23.8944823379155,23.8867721806547,24.1433276237467,23.9169504095946,23.883576467384,24.0404666566408,23.8586172617752,23.9073216343888,23.8943106172976,0.0179075866895329,0.2808151732134,0.0603392942550004,-0.0171691899417337,0.122721266284966,-0.0755804673729325,0.0092395642926005,-0.0143613057975003,0.944950254723035,0.00036314649500242,0.302236225313148,1,0.199289833692995,0.938042753876814,0.54914948065633,0.208630320989872,0.46199923366792,9.07866237506051e-05,0.28997024219453,0.996990670695276,0.0498224584232488,0.558710301232403,0.998426327722986,0.366463920287917,1,0.0781767192157429,1,1,0.995771868828807,0.938042753876814,1,1,0.629966836482023,0.758817269964479,0.744574345211863,0.916687083675863,0.814665148499181,0.73911468613566,0.928545812590447,0.495475428145244,0.410315422973651,0.013215507896359,0.0755590563282871,0.527003329351666,0.534965034965035,0.326933020141451,0.137287370164082,0.0521575802474679,0.252558257649507,0.000861935083820794,0.042433389113802,0.556423615782188,0.306878826758086,0.237319918832889,0.736579645550754,0.200484131703417
"feature 177","21842","P10664",NA,"P10664; P49626",NA,"RL4A_YEAST 60S ribosomal protein L4-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL4A PE=1 SV=4","275137","true","2","2","0","0","0","-1","5","5","5","5","194","194","3","4","4","4","4","4","4","2","4","4","4","4","4","4","3","4","4","3","4","3","4","3","2","3","4","4","3","6","5","10","10","6","7","5","7","11","12","7","7","7","12","6","6","7","8","9","5","8","6","4","6","8","6","3","7891814","6923809","10033890","7830941","7383474.5","7894341.5","8051007.5","9754857","7972287","7674992.5","7071809","7380010","9579042","7769865","9407580","7474276","7576744","9437058","7459864","6294494","7573735.5","5217777.5","7697435","7931059.5","6500787","9599855","8108464",22.9119255233025,22.7231344964329,23.2583776914682,22.900754247781,22.8158684458151,22.8717339100066,22.7536478793372,22.8151913404798,23.1914499485676,22.9123874992088,22.9407379021544,23.2176892933217,22.9265622170355,22.8894581016093,23.1653922220322,22.8335024079263,22.8531465728349,23.1699057392568,22.9190821758958,22.6321829539679,23.1945811842871,22.9509972174957,22.8307178984221,22.5856589769696,22.8525736077235,22.3150039944127,22.875946348993,0.149113281950635,0.458197605507268,0.160752776585667,0.0799963644304344,0.108909918817735,0.0478895141439347,-0.1042378149426,0.313748894754068,0.915290958891872,0.0031065214421511,0.878871128871129,1,0.772700075468637,1,1,0.109601683382259,0.261751480296868,0.000776630360537776,0.239694012695774,0.996990670695276,0.193175018867159,0.784419850619362,0.998426327722986,0.0274004208455648,1,0.154176462681559,1,1,1,1,1,0.813883775162043,0.686468219168904,0.472009084700365,0.775125089217335,0.908096769738897,0.940449079150199,0.76701586019475,0.928545812590447,0.495325020723897,0.483671067810333,0.690693105035734,0.439435564435564,0.988526037069726,0.724356615044874,0.493977975602734,0.660077867625037,0.219485156194017,0.146069292823591,0.00897541646979931,0.137405147663598,0.578994830259749,0.354323086226824,0.485534066796634,0.736579645550754,0.052122620720747
